,formula,Temperature,target
2940,N1V1,1700.0,61.17
2941,N1V1,1600.0,60.124
2942,N1V1,1500.0,59.091
2943,N1V1,1400.0,58.045
2944,N1V1,1300.0,56.986
2945,N1V1,1200.0,55.907
2946,N1V1,1100.0,54.806
2947,N1V1,1000.0,53.668
2948,N1V1,900.0,52.48
2949,N1V1,800.0,51.212
2950,N1V1,700.0,49.819
2951,N1V1,600.0,48.208
2952,N1V1,500.0,46.183
2953,N1V1,400.0,43.29600000000001
2954,N1V1,300.0,38.2
2955,N1V1,298.0,37.981
2956,Na1O2,1900.0,137.58700000000002
2957,Na1O2,1800.0,133.47799999999998
2958,Na1O2,1700.0,129.386
2959,Na1O2,1600.0,125.311
2960,Na1O2,1500.0,121.252
2961,Na1O2,1400.0,117.211
2962,Na1O2,1300.0,113.186
2963,Na1O2,1200.0,109.177
2964,Na1O2,1100.0,105.186
2965,Na1O2,1000.0,101.211
2966,Na1O2,900.0,96.962
2967,Na1O2,800.0,92.634
2968,Na1O2,700.0,88.50200000000001
2969,Na1O2,600.0,84.475
2970,Na1O2,500.0,80.375
2971,Na1O2,400.0,76.274
2972,Na1O2,300.0,72.21600000000001
2973,Na1O2,298.0,72.141
2974,Ni1S1,1600.0,80.124
2975,Ni1S1,1500.0,77.278
2976,Ni1S1,1400.0,74.433
2977,Ni1S1,1300.0,71.58800000000001
2978,Ni1S1,1249.0,70.137
2979,Ni1S1,1200.0,68.743
2980,Ni1S1,1100.0,65.898
2981,Ni1S1,1000.0,63.053
2982,Ni1S1,900.0,60.208
2983,Ni1S1,800.0,57.363
2984,Ni1S1,700.0,54.518
2985,Ni1S1,652.0,56.372
2986,Ni1S1,652.0,53.152
2987,Ni1S1,600.0,55.312
2988,Ni1S1,500.0,53.053
2989,Ni1S1,400.0,50.501000000000005
2990,Ni1S1,300.0,47.196000000000005
2991,Ni1S1,298.0,47.112
2992,Na2O1,1900.0,104.47
2993,Na2O1,1800.0,103.617
2994,Na2O1,1700.0,102.734
2995,Na2O1,1600.0,101.822
2996,Na2O1,1500.0,100.868
2997,Na2O1,1405.2,99.913
2998,Na2O1,1400.0,99.86
2999,Na2O1,1300.0,98.788
3000,Na2O1,1243.15,98.14
3001,Na2O1,1243.15,98.142
3002,Na2O1,1200.0,97.629
3003,Na2O1,1100.0,96.353
3004,Na2O1,1023.15,95.264
3005,Na2O1,1023.15,95.265
3006,Na2O1,1000.0,94.918
3007,Na2O1,900.0,93.266
3008,Na2O1,800.0,91.291
3009,Na2O1,700.0,88.851
3010,Na2O1,600.0,85.709
3011,Na2O1,500.0,81.49600000000001
3012,Na2O1,400.0,75.77600000000001
3013,Na2O1,300.0,69.245
3014,Na2O1,298.0,69.10300000000001
3015,I4Si1,298.0,108.035
3016,I4Si1,400.0,116.943
3017,I4Si1,393.65,116.388
3018,I4Si1,300.0,108.198
3019,B1Li1O2,298.0,60.371
3020,B1Li1O2,1900.0,158.636
3021,B1Li1O2,1800.0,153.072
3022,B1Li1O2,1700.0,147.507
3023,B1Li1O2,1600.0,141.938
3024,B1Li1O2,1500.0,136.369
3025,B1Li1O2,1400.0,130.78799999999998
3026,B1Li1O2,1300.0,125.202
3027,B1Li1O2,1200.0,119.604
3028,B1Li1O2,1117.0,114.943
3029,B1Li1O2,1100.0,113.989
3030,B1Li1O2,1000.0,108.353
3031,B1Li1O2,900.0,102.675
3032,B1Li1O2,800.0,96.939
3033,B1Li1O2,700.0,91.098
3034,B1Li1O2,600.0,85.057
3035,B1Li1O2,500.0,78.605
3036,B1Li1O2,400.0,71.145
3037,B1Li1O2,300.0,60.618
3038,O1Ti1,2400.0,84.22399999999999
3039,O1Ti1,2300.0,82.46700000000001
3040,O1Ti1,2200.0,80.668
3041,O1Ti1,2100.0,78.91
3042,O1Ti1,2000.0,77.153
3043,O1Ti1,1900.0,75.396
3044,O1Ti1,1800.0,73.597
3045,O1Ti1,1700.0,71.839
3046,O1Ti1,1600.0,70.04
3047,O1Ti1,1500.0,68.241
3048,O1Ti1,1400.0,66.442
3049,O1Ti1,1300.0,64.643
3050,O1Ti1,1265.0,63.998000000000005
3051,O1Ti1,1200.0,62.802
3052,O1Ti1,1100.0,60.961000000000006
3053,O1Ti1,1000.0,59.078
3054,O1Ti1,900.0,57.153
3055,O1Ti1,800.0,55.187
3056,O1Ti1,700.0,53.095
3057,O1Ti1,600.0,50.836000000000006
3058,O1Ti1,500.0,48.242
3059,O1Ti1,400.0,44.978
3060,O1Ti1,300.0,40.062
3061,O1Ti1,298.0,39.957
3062,H1Li1O1,298.0,49.591
3063,H1Li1O1,1400.0,97.115
3064,H1Li1O1,1300.0,93.705
3065,H1Li1O1,1200.0,90.274
3066,H1Li1O1,1100.0,86.814
3067,H1Li1O1,1000.0,83.30799999999999
3068,H1Li1O1,900.0,79.747
3069,H1Li1O1,800.0,76.086
3070,H1Li1O1,744.3,73.97
3071,H1Li1O1,700.0,72.279
3072,H1Li1O1,600.0,68.208
3073,H1Li1O1,500.0,63.647
3074,H1Li1O1,400.0,58.053
3075,H1Li1O1,300.0,49.761
3076,Nb1O1,2700.0,66.87100000000001
3077,Nb1O1,2600.0,65.982
3078,Nb1O1,2500.0,65.09100000000001
3079,Nb1O1,2400.0,64.199
3080,Nb1O1,2300.0,63.306
3081,Nb1O1,2210.0,62.501000000000005
3082,Nb1O1,2200.0,62.413
3083,Nb1O1,2100.0,61.526
3084,Nb1O1,2000.0,60.626000000000005
3085,Nb1O1,1900.0,59.73
3086,Nb1O1,1800.0,58.831
3087,Nb1O1,1700.0,57.929
3088,Nb1O1,1600.0,57.024
3089,Nb1O1,1500.0,56.117
3090,Nb1O1,1400.0,55.208
3091,Nb1O1,1300.0,54.287
3092,Nb1O1,1200.0,53.359
3093,Nb1O1,1100.0,52.418
3094,Nb1O1,1000.0,51.467
3095,Nb1O1,900.0,50.481
3096,Nb1O1,800.0,49.467
3097,Nb1O1,700.0,48.369
3098,Nb1O1,600.0,47.20399999999999
3099,Nb1O1,500.0,45.827
3100,Nb1O1,400.0,44.032
3101,Nb1O1,300.0,41.187
3102,Nb1O1,298.0,41.112
3103,F2Mg1,298.0,61.547
3104,F2Mg1,1900.0,85.178
3105,F2Mg1,1800.0,84.77600000000001
3106,F2Mg1,1700.0,84.35799999999999
3107,F2Mg1,1600.0,83.92299999999999
3108,F2Mg1,1536.0,83.635
3109,F2Mg1,1500.0,83.46700000000001
3110,F2Mg1,1400.0,82.977
3111,F2Mg1,1300.0,82.454
3112,F2Mg1,1200.0,81.877
3113,F2Mg1,1100.0,81.237
3114,F2Mg1,1000.0,80.49600000000001
3115,F2Mg1,900.0,79.626
3116,F2Mg1,800.0,78.555
3117,F2Mg1,700.0,77.178
3118,F2Mg1,600.0,75.32
3119,F2Mg1,500.0,72.634
3120,F2Mg1,400.0,68.484
3121,F2Mg1,300.0,61.68899999999999
3122,Nb1,3100.0,53.879
3123,Nb1,3000.0,50.41
3124,Nb1,2900.0,47.342
3125,Nb1,2800.0,44.643
3126,Nb1,2750.0,43.423
3127,Nb1,2700.0,42.283
3128,Nb1,2600.0,40.233
3129,Nb1,2500.0,38.635
3130,Nb1,2400.0,37.317
3131,Nb1,2300.0,36.192
3132,Nb1,2200.0,35.187
3133,Nb1,2100.0,34.275
3134,Nb1,2000.0,33.43
3135,Nb1,1900.0,32.639
3136,Nb1,1800.0,31.903
3137,Nb1,1700.0,31.221
3138,Nb1,1600.0,30.606
3139,Nb1,1500.0,30.062
3140,Nb1,1400.0,29.589
3141,Nb1,1300.0,29.179
3142,Nb1,1200.0,28.798
3143,Nb1,1100.0,28.405
3144,Nb1,1000.0,27.999
3145,Nb1,900.0,27.593000000000004
3146,Nb1,800.0,27.183000000000003
3147,Nb1,700.0,-26.769
3148,Nb1,600.0,26.347
3149,Nb1,500.0,25.899
3150,Nb1,450.0,25.653
3151,Nb1,400.0,25.393
3152,Nb1,350.0,25.088
3153,Nb1,300.0,24.711
3154,Nb1,298.0,24.694000000000003
3155,O3Ti2,2900.0,157.151
3156,O3Ti2,2800.0,156.774
3157,O3Ti2,2700.0,156.398
3158,O3Ti2,2600.0,155.98
3159,O3Ti2,2500.0,155.60299999999998
3160,O3Ti2,2400.0,155.185
3161,O3Ti2,2300.0,154.766
3162,O3Ti2,2200.0,154.306
3163,O3Ti2,2115.0,153.953
3164,O3Ti2,2100.0,153.888
3165,O3Ti2,2000.0,153.42700000000002
3166,O3Ti2,1900.0,152.925
3167,O3Ti2,1800.0,152.465
3168,O3Ti2,1700.0,151.921
3169,O3Ti2,1600.0,151.377
3170,O3Ti2,1500.0,150.75
3171,O3Ti2,1400.0,150.08
3172,O3Ti2,1300.0,149.369
3173,O3Ti2,1200.0,148.532
3174,O3Ti2,1100.0,147.528
3175,O3Ti2,1000.0,146.356
3176,O3Ti2,900.0,144.892
3177,O3Ti2,800.0,142.967
3178,O3Ti2,700.0,140.33100000000002
3179,O3Ti2,600.0,136.44
3180,O3Ti2,500.0,130.248
3181,O3Ti2,470.01,141.716
3182,O3Ti2,470.01,127.653
3183,O3Ti2,400.0,117.529
3184,O3Ti2,300.0,96.19
3185,O3Ti2,298.0,95.814
3186,Ca1,298.0,25.929
3187,Ca1,1000.0,39.026
3188,Ca1,900.0,36.819
3189,Ca1,800.0,34.613
3190,Ca1,716.0,32.736999999999995
3191,Ca1,700.0,32.406
3192,Ca1,600.0,30.382
3193,Ca1,500.0,28.487
3194,Ca1,450.0,27.643
3195,Ca1,400.0,26.868
3196,Ca1,350.0,26.32
3197,Ca1,300.0,25.946
3198,Nb1O2,2700.0,83.052
3199,Nb1O2,2600.0,83.052
3200,Nb1O2,2500.0,83.052
3201,Nb1O2,2400.0,83.052
3202,Nb1O2,2300.0,83.052
3203,Nb1O2,2200.0,83.052
3204,Nb1O2,2175.0,83.052
3205,Nb1O2,2100.0,83.052
3206,Nb1O2,2000.0,83.052
3207,Nb1O2,1900.0,83.052
3208,Nb1O2,1800.0,83.052
3209,Nb1O2,1700.0,83.052
3210,Nb1O2,1600.0,83.052
3211,Nb1O2,1500.0,83.052
3212,Nb1O2,1400.0,83.052
3213,Nb1O2,1300.0,83.052
3214,Nb1O2,1200.0,92.885
3215,Nb1O2,1200.0,92.885
3216,Nb1O2,1200.0,83.052
3217,Nb1O2,1100.0,92.885
3218,Nb1O2,1090.0,91.144
3219,Nb1O2,1090.0,92.885
3220,Nb1O2,1000.0,87.5
3221,Nb1O2,900.0,83.479
3222,Nb1O2,800.0,79.49600000000001
3223,Nb1O2,700.0,75.555
3224,Nb1O2,600.0,71.65100000000001
3225,Nb1O2,500.0,67.73899999999999
3226,Nb1O2,400.0,63.547
3227,Nb1O2,300.0,57.605
3228,Nb1O2,298.0,57.452
3229,O3Pb1Si1,1900.0,137.15200000000002
3230,O3Pb1Si1,1800.0,136.775
3231,O3Pb1Si1,1700.0,136.189
3232,O3Pb1Si1,1600.0,135.645
3233,O3Pb1Si1,1500.0,135.018
3234,O3Pb1Si1,1400.0,134.22299999999998
3235,O3Pb1Si1,1300.0,133.428
3236,O3Pb1Si1,1200.0,132.591
3237,O3Pb1Si1,1100.0,131.545
3238,O3Pb1Si1,1000.0,130.332
3239,O3Pb1Si1,900.0,128.784
3240,O3Pb1Si1,800.0,126.566
3241,O3Pb1Si1,700.0,123.428
3242,O3Pb1Si1,600.0,118.742
3243,O3Pb1Si1,500.0,111.964
3244,O3Pb1Si1,400.0,102.843
3245,O3Pb1Si1,300.0,90.333
3246,O3Pb1Si1,298.0,90.04
3247,O4Pb3,1400.0,224.262
3248,O4Pb3,1300.0,220.078
3249,O4Pb3,1200.0,215.894
3250,O4Pb3,1100.0,211.71
3251,O4Pb3,1000.0,207.526
3252,O4Pb3,900.0,203.342
3253,O4Pb3,800.0,199.158
3254,O4Pb3,700.0,194.974
3255,O4Pb3,600.0,190.79
3256,O4Pb3,500.0,184.096
3257,O4Pb3,400.0,173.05
3258,O4Pb3,300.0,155.344
3259,O4Pb3,298.0,154.934
3260,O3W1,2900.0,128.86700000000002
3261,O3W1,2800.0,127.194
3262,O3W1,2700.0,125.52
3263,O3W1,2600.0,123.846
3264,O3W1,2500.0,122.173
3265,O3W1,2400.0,120.499
3266,O3W1,2300.0,118.826
3267,O3W1,2200.0,117.152
3268,O3W1,2100.0,115.478
3269,O3W1,2000.0,113.805
3270,O3W1,1900.0,112.131
3271,O3W1,1800.0,110.458
3272,O3W1,1745.0,109.537
3273,O3W1,1600.0,107.149
3274,O3W1,1500.0,105.512
3275,O3W1,1400.0,103.875
3276,O3W1,1300.0,102.238
3277,O3W1,1200.0,100.601
3278,O3W1,1100.0,98.963
3279,O3W1,1050.0,102.508
3280,O3W1,1050.0,98.144
3281,O3W1,1000.0,101.671
3282,O3W1,900.0,99.923
3283,O3W1,800.0,98.239
3284,O3W1,700.0,96.141
3285,O3W1,600.0,93.113
3286,O3W1,500.0,88.641
3287,O3W1,400.0,82.209
3288,O3W1,300.0,73.304
3289,O3W1,298.0,73.139
3290,O7Ti4,2300.0,322.545
3291,O7Ti4,2200.0,320.913
3292,O7Ti4,2100.0,319.281
3293,O7Ti4,2000.0,317.607
3294,O7Ti4,1950.0,316.72900000000004
3295,O7Ti4,1900.0,315.85
3296,O7Ti4,1800.0,314.051
3297,O7Ti4,1700.0,312.21
3298,O7Ti4,1600.0,310.285
3299,O7Ti4,1500.0,308.235
3300,O7Ti4,1400.0,306.018
3301,O7Ti4,1300.0,303.675
3302,O7Ti4,1200.0,301.081
3303,O7Ti4,1100.0,298.152
3304,O7Ti4,1000.0,294.805
3305,O7Ti4,900.0,290.83
3306,O7Ti4,800.0,285.976
3307,O7Ti4,700.0,279.659
3308,O7Ti4,600.0,271.165
3309,O7Ti4,500.0,258.86400000000003
3310,O7Ti4,400.0,239.911
3311,O7Ti4,300.0,209.2
3312,O7Ti4,298.0,208.489
3313,K1,298.0,29.497
3314,K1,350.0,38.484
3315,K1,336.35,34.567
3316,K1,300.0,29.573
3317,O4V2,2100.0,183.092
3318,O4V2,2000.0,181.192
3319,O4V2,1900.0,179.27599999999998
3320,O4V2,1818.0,177.72799999999998
3321,O4V2,1800.0,177.343
3322,O4V2,1700.0,175.30200000000002
3323,O4V2,1600.0,173.42700000000002
3324,O4V2,1500.0,171.429
3325,O4V2,1400.0,169.40599999999998
3326,O4V2,1300.0,167.33
3327,O4V2,1200.0,165.209
3328,O4V2,1100.0,162.987
3329,O4V2,1000.0,160.68200000000002
3330,O4V2,900.0,158.157
3331,O4V2,800.0,155.457
3332,O4V2,700.0,152.175
3333,O4V2,600.0,148.44799999999998
3334,O4V2,500.0,143.269
3335,O4V2,400.0,135.281
3336,O4V2,340.0,123.336
3337,O4V2,340.0,127.621
3338,O4V2,300.0,115.787
3339,O4V2,298.0,115.399
3340,O2.90W1,2900.0,123.135
3341,O2.90W1,2800.0,121.88
3342,O2.90W1,2700.0,120.625
3343,O2.90W1,2600.0,119.37
3344,O2.90W1,2500.0,118.114
3345,O2.90W1,2400.0,116.859
3346,O2.90W1,2300.0,115.604
3347,O2.90W1,2200.0,114.349
3348,O2.90W1,2100.0,113.094
3349,O2.90W1,2000.0,111.838
3350,O2.90W1,1900.0,110.583
3351,O2.90W1,1800.0,109.328
3352,O2.90W1,1700.0,108.073
3353,O2.90W1,1600.0,106.818
3354,O2.90W1,1500.0,105.688
3355,O2.90W1,1400.0,104.558
3356,O2.90W1,1300.0,103.303
3357,O2.90W1,1200.0,101.88
3358,O2.90W1,1100.0,100.562
3359,O2.90W1,1000.0,99.244
3360,O2.90W1,900.0,97.655
3361,O2.90W1,800.0,95.981
3362,O2.90W1,700.0,93.931
3363,O2.90W1,600.0,90.918
3364,O2.90W1,500.0,86.609
3365,O2.90W1,400.0,80.333
3366,O2.90W1,300.0,71.546
3367,O2.90W1,298.0,71.37899999999999
3368,Ca1Cl2,298.0,72.85600000000001
3369,Ca1Cl2,1900.0,112.131
3370,Ca1Cl2,1800.0,109.202
3371,Ca1Cl2,1700.0,106.274
3372,Ca1Cl2,1600.0,103.345
3373,Ca1Cl2,1500.0,100.416
3374,Ca1Cl2,1400.0,97.487
3375,Ca1Cl2,1300.0,94.558
3376,Ca1Cl2,1200.0,91.63
3377,Ca1Cl2,1100.0,88.70100000000001
3378,Ca1Cl2,1045.0,87.09
3379,Ca1Cl2,1000.0,85.772
3380,Ca1Cl2,900.0,83.094
3381,Ca1Cl2,800.0,80.919
3382,Ca1Cl2,700.0,79.37
3383,Ca1Cl2,600.0,78.199
3384,Ca1Cl2,500.0,77.153
3385,Ca1Cl2,400.0,75.64699999999999
3386,Ca1Cl2,300.0,72.92699999999999
3387,Pb1,1400.0,37.183
3388,Pb1,1300.0,36.208
3389,Pb1,1200.0,35.238
3390,Pb1,1100.0,34.263000000000005
3391,Pb1,1000.0,33.288000000000004
3392,Pb1,900.0,32.313
3393,Pb1,800.0,31.342
3394,Pb1,700.0,30.367
3395,Pb1,600.6,29.414
3396,Pb1,600.0,29.404
3397,Pb1,500.0,28.549
3398,Pb1,450.0,28.139
3399,Pb1,400.0,27.723000000000003
3400,Pb1,350.0,27.288
3401,Pb1,300.0,26.853
3402,Pb1,298.0,26.836
3403,Na2O5Si2,1900.0,292.88
3404,Na2O5Si2,1800.0,292.88
3405,Na2O5Si2,1700.0,292.88
3406,Na2O5Si2,1600.0,292.88
3407,Na2O5Si2,1500.0,292.88
3408,Na2O5Si2,1400.0,292.88
3409,Na2O5Si2,1300.0,292.88
3410,Na2O5Si2,1200.0,292.88
3411,Na2O5Si2,1147.0,292.88
3412,Na2O5Si2,1100.0,292.88
3413,Na2O5Si2,1000.0,292.88
3414,Na2O5Si2,980.0,243.275
3415,Na2O5Si2,980.0,292.88
3416,Na2O5Si2,951.0,242.313
3417,Na2O5Si2,951.0,242.316
3418,Na2O5Si2,900.0,240.325
3419,Na2O5Si2,800.0,235.162
3420,Na2O5Si2,700.0,227.84
3421,Na2O5Si2,600.0,217.576
3422,Na2O5Si2,500.0,203.246
3423,Na2O5Si2,400.0,183.401
3424,Na2O5Si2,300.0,157.494
3425,Na2O5Si2,298.0,156.984
3426,O5Ti3,1400.0,224.262
3427,O5Ti3,1300.0,222.58900000000003
3428,O5Ti3,1200.0,220.497
3429,O5Ti3,1100.0,218.405
3430,O5Ti3,1000.0,215.894
3431,O5Ti3,900.0,213.384
3432,O5Ti3,800.0,210.037
3433,O5Ti3,700.0,206.062
3434,O5Ti3,600.0,200.832
3435,O5Ti3,500.0,194.138
3436,O5Ti3,450.0,189.954
3437,O5Ti3,400.0,182.841
3438,O5Ti3,300.0,155.477
3439,O5Ti3,298.0,154.808
3440,O5V2,1400.0,195.393
3441,O5V2,1300.0,192.46400000000003
3442,O5V2,1200.0,189.535
3443,O5V2,1100.0,186.606
3444,O5V2,1000.0,183.678
3445,O5V2,943.0,182.004
3446,O5V2,900.0,180.749
3447,O5V2,800.0,177.25099999999998
3448,O5V2,700.0,173.234
3449,O5V2,600.0,168.31400000000002
3450,O5V2,500.0,161.753
3451,O5V2,400.0,150.95
3452,O5V2,300.0,131.02700000000002
3453,O5V2,298.0,130.599
3454,Mg3N2,298.0,104.516
3455,Mg3N2,2400.0,123.595
3456,Mg3N2,2300.0,123.595
3457,Mg3N2,2200.0,123.595
3458,Mg3N2,2100.0,123.595
3459,Mg3N2,2000.0,123.595
3460,Mg3N2,1900.0,123.595
3461,Mg3N2,1800.0,123.595
3462,Mg3N2,1700.0,123.595
3463,Mg3N2,1600.0,123.595
3464,Mg3N2,1500.0,123.595
3465,Mg3N2,1400.0,123.595
3466,Mg3N2,1300.0,123.595
3467,Mg3N2,1200.0,123.595
3468,Mg3N2,1100.0,123.595
3469,Mg3N2,1061.0,123.846
3470,Mg3N2,1061.0,123.595
3471,Mg3N2,1000.0,123.846
3472,Mg3N2,900.0,123.846
3473,Mg3N2,823.0,120.574
3474,Mg3N2,823.0,123.846
3475,Mg3N2,800.0,119.872
3476,Mg3N2,700.0,116.817
3477,Mg3N2,600.0,113.763
3478,Mg3N2,500.0,110.709
3479,Mg3N2,400.0,107.654
3480,Mg3N2,300.0,104.6
3481,Mg2O4Si1,298.0,118.688
3482,Mg2O4Si1,2900.0,216.315
3483,Mg2O4Si1,2800.0,214.49
3484,Mg2O4Si1,2700.0,212.648
3485,Mg2O4Si1,2600.0,210.79
3486,Mg2O4Si1,2500.0,208.915
3487,Mg2O4Si1,2400.0,207.02
3488,Mg2O4Si1,2300.0,205.1
3489,Mg2O4Si1,2200.0,203.154
3490,Mg2O4Si1,2171.0,202.673
3491,Mg2O4Si1,2100.0,201.175
3492,Mg2O4Si1,2000.0,199.163
3493,Mg2O4Si1,1900.0,197.108
3494,Mg2O4Si1,1800.0,195.008
3495,Mg2O4Si1,1700.0,192.845
3496,Mg2O4Si1,1600.0,190.61900000000003
3497,Mg2O4Si1,1500.0,188.30900000000003
3498,Mg2O4Si1,1400.0,185.895
3499,Mg2O4Si1,1300.0,183.36
3500,Mg2O4Si1,1200.0,180.665
3501,Mg2O4Si1,1100.0,177.77
3502,Mg2O4Si1,1000.0,174.607
3503,Mg2O4Si1,900.0,171.088
3504,Mg2O4Si1,800.0,167.063
3505,Mg2O4Si1,700.0,162.31
3506,Mg2O4Si1,600.0,156.431
3507,Mg2O4Si1,500.0,148.695
3508,Mg2O4Si1,400.0,137.55700000000002
3509,Mg2O4Si1,300.0,119.148
3510,Mo1O2.875,298.0,72.508
3511,Mo1O2.875,1400.0,124.166
3512,Mo1O2.875,1300.0,119.366
3513,Mo1O2.875,1200.0,114.658
3514,Mo1O2.875,1100.0,110.062
3515,Mo1O2.875,1000.0,105.589
3516,Mo1O2.875,900.0,101.256
3517,Mo1O2.875,800.0,97.088
3518,Mo1O2.875,700.0,93.079
3519,Mo1O2.875,600.0,89.20100000000001
3520,Mo1O2.875,500.0,85.274
3521,Mo1O2.875,400.0,80.65100000000001
3522,Mo1O2.875,300.0,72.73
3523,Br1K1,298.0,52.379
3524,Br1K1,1400.0,81.797
3525,Br1K1,1300.0,79.622
3526,Br1K1,1200.0,76.86
3527,Br1K1,1100.0,73.053
3528,Br1K1,1007.0,68.367
3529,Br1K1,1000.0,68.01100000000001
3530,Br1K1,900.0,63.687
3531,Br1K1,800.0,60.417
3532,Br1K1,700.0,58.084
3533,Br1K1,600.0,56.358
3534,Br1K1,500.0,55.25
3535,Br1K1,400.0,53.806
3536,Br1K1,300.0,52.3
3537,Br2Mo1,298.0,79.684
3538,Br2Mo1,1700.0,94.349
3539,Br2Mo1,1600.0,93.303
3540,Br2Mo1,1500.0,92.257
3541,Br2Mo1,1400.0,91.211
3542,Br2Mo1,1300.0,90.165
3543,Br2Mo1,1200.0,89.119
3544,Br2Mo1,1100.0,88.073
3545,Br2Mo1,1000.0,87.027
3546,Br2Mo1,900.0,85.98100000000001
3547,Br2Mo1,800.0,84.935
3548,Br2Mo1,700.0,83.889
3549,Br2Mo1,600.0,82.84299999999999
3550,Br2Mo1,500.0,81.797
3551,Br2Mo1,400.0,80.751
3552,Br2Mo1,300.0,79.705
3553,Cl1H4N1,298.0,86.441
3554,Cl1H4N1,1400.0,171.0
3555,Cl1H4N1,1300.0,163.17600000000002
3556,Cl1H4N1,1200.0,159.829
3557,Cl1H4N1,1100.0,152.716
3558,Cl1H4N1,1000.0,144.55700000000002
3559,Cl1H4N1,900.0,134.976
3560,Cl1H4N1,800.0,123.888
3561,Cl1H4N1,700.0,112.801
3562,Cl1H4N1,600.0,101.671
3563,Cl1H4N1,500.0,90.5
3564,Cl1H4N1,457.7,109.956
3565,Cl1H4N1,457.7,85.898
3566,Cl1H4N1,400.0,102.968
3567,Cl1H4N1,300.0,86.944
3568,Cu1,298.0,24.442
3569,Cu1,1900.0,45.095
3570,Cu1,1800.0,42.928
3571,Cu1,1700.0,40.76
3572,Cu1,1600.0,38.593
3573,Cu1,1500.0,36.425
3574,Cu1,1400.0,34.258
3575,Cu1,1358.0,33.353
3576,Cu1,1300.0,32.143
3577,Cu1,1200.0,30.519
3578,Cu1,1100.0,29.479
3579,Cu1,1000.0,28.662
3580,Cu1,900.0,28.049
3581,Cu1,800.0,27.494
3582,Cu1,700.0,26.996
3583,Cu1,600.0,26.481
3584,Cu1,500.0,25.912
3585,Cu1,450.0,25.686
3586,Cu1,400.0,25.318
3587,Cu1,350.0,24.975
3588,Cu1,300.0,24.462
3589,F1Li1,298.0,41.815
3590,F1Li1,2400.0,76.872
3591,F1Li1,2300.0,76.248
3592,F1Li1,2200.0,75.53
3593,F1Li1,2100.0,74.72
3594,F1Li1,2000.0,73.817
3595,F1Li1,1900.0,72.821
3596,F1Li1,1800.0,71.73100000000001
3597,F1Li1,0.0,70.54899999999999
3598,F1Li1,1600.0,69.274
3599,F1Li1,1500.0,67.906
3600,F1Li1,1400.0,66.445
3601,F1Li1,1300.0,64.892
3602,F1Li1,1200.0,63.245
3603,F1Li1,1121.3,61.883
3604,F1Li1,1100.0,61.505
3605,F1Li1,1000.0,59.58
3606,F1Li1,900.0,57.697
3607,F1Li1,800.0,55.731
3608,F1Li1,700.0,53.723
3609,F1Li1,600.0,51.589
3610,F1Li1,500.0,49.32899999999999
3611,F1Li1,400.0,46.543
3612,F1Li1,300.0,41.93600000000001
3613,Fe1S2,298.0,62.39
3614,Fe1S2,1300.0,88.91
3615,Fe1S2,1200.0,86.86
3616,Fe1S2,1100.0,84.81
3617,Fe1S2,1000.0,82.764
3618,Fe1S2,900.0,80.718
3619,Fe1S2,800.0,78.668
3620,Fe1S2,700.0,76.959
3621,Fe1S2,600.0,74.568
3622,Fe1S2,500.0,72.447
3623,Fe1S2,400.0,69.169
3624,Fe1S2,300.0,62.554
3625,H2O2Sr1,298.0,74.89399999999999
3626,H2O2Sr1,800.0,141.628
3627,H2O2Sr1,783.15,139.37
3628,H2O2Sr1,700.0,128.32299999999998
3629,H2O2Sr1,600.0,115.018
3630,H2O2Sr1,500.0,101.755
3631,H2O2Sr1,400.0,88.45
3632,H2O2Sr1,300.0,75.145
3633,I1K1,298.0,52.777
3634,I1K1,1900.0,75.317
3635,I1K1,1800.0,75.291
3636,I1K1,1700.0,75.234
3637,I1K1,1600.0,75.145
3638,I1K1,1500.0,74.92699999999999
3639,I1K1,1400.0,74.601
3640,I1K1,1300.0,74.09
3641,I1K1,1200.0,73.13600000000001
3642,I1K1,1100.0,71.546
3643,I1K1,1000.0,69.036
3644,I1K1,954.0,67.594
3645,I1K1,900.0,65.793
3646,I1K1,800.0,62.639
3647,I1K1,700.0,59.777
3648,I1K1,600.0,57.3
3649,I1K1,500.0,55.363
3650,I1K1,400.0,53.932
3651,I1K1,300.0,52.806
3652,I1Na1,298.0,52.225
3653,I1Na1,1900.0,70.127
3654,I1Na1,1800.0,69.116
3655,I1Na1,1700.0,68.095
3656,I1Na1,1600.0,67.064
3657,I1Na1,1500.0,66.024
3658,I1Na1,1400.0,64.97399999999999
3659,I1Na1,1300.0,63.914
3660,I1Na1,1200.0,62.844
3661,I1Na1,1100.0,61.764
3662,I1Na1,1000.0,60.675
3663,I1Na1,933.0,59.93899999999999
3664,I1Na1,900.0,59.58
3665,I1Na1,800.0,58.492
3666,I1Na1,700.0,57.363
3667,I1Na1,600.0,56.233
3668,I1Na1,500.0,55.02
3669,I1Na1,400.0,53.806
3670,I1Na1,300.0,52.258
3671,K2O3Si1,298.0,118.407
3672,K2O3Si1,2100.0,204.179
3673,K2O3Si1,2000.0,202.087
3674,K2O3Si1,1900.0,199.995
3675,K2O3Si1,1800.0,197.903
3676,K2O3Si1,1700.0,195.811
3677,K2O3Si1,1600.0,193.719
3678,K2O3Si1,1500.0,191.627
3679,K2O3Si1,1400.0,189.535
3680,K2O3Si1,1300.0,187.443
3681,K2O3Si1,1249.0,186.376
